key,en,ca,cs,de,es,fr,id,it,ja,ko,pl,pt,ru,th,tr,vi,zh
NEW_GAME_CONFRIM_LABEL,Starting a new game will erase your previous save file.,Començar una partida nova esborrarà el fitxer desat anterior.,Spuštění nové hry smaže váš předchozí uložený soubor.,"Wenn Sie ein neues Spiel starten, wird Ihr vorheriger Spielstand gelöscht.",Empezar una partida nueva eliminará el guardado anterior.,Commencer une nouvelle partie effacera votre sauvegarde précédente.,Memulai permainan baru akan menghapus file penyimpanan Anda sebelumnya.,Avviando una nuova partita verrà cancellato il file di salvataggio precedente.,新しいゲームを開始すると、以前の保存ファイルが消去されます。,새 게임을 시작하면 이전 저장 파일이 삭제됩니다.,Rozpoczęcie nowej gry spowoduje usunięcie poprzedniego pliku zapisu.,Iniciar um novo jogo apagará seu arquivo de jogo salvo anteriormente.,При начале новой игры ваш предыдущий файл сохранения будет удалён.,การเริ่มเกมใหม่จะลบไฟล์บันทึกเกมเก่าของคุณ,Yeni bir oyuna başlamak önceki kayıt dosyanızı silecektir.,Bắt đầu một trò chơi mới sẽ xóa tệp lưu trò chơi trước đó của bạn.,开始新游戏将会删除之前的存档文件。
PLANET,Planet Cores,Nuclis de Planeta,Jádra Planet,Planetenkerne,Núcleos planetarios,Noyaux de Planète,Inti Planet,Nuclei Planetari,惑星のコア,행성 중심,Rdzenie Planet,Núcleos de Planetas,Ядра планет,แกนดาวเคราะห์,Gezegen Çekirdekleri,Lõi Hành Tinh,行星核心
GAME_OVER_YOU_UNLCOKED,You've unlocked additional game modes!,Has desbloquejat modalitats de joc addicionals!,Odemkli jste další herní režimy!,Du hast zusätzliche Spielmodi freigeschaltet!,¡Has desbloqueado otros modos de juego!,Vous avez débloqué des modes de jeu supplémentaires !,Anda telah membuka mode permainan tambahan!,Hai sbloccato modalità di gioco aggiuntive!,追加のゲームモードがアンロックされました！,추가 게임 모드를 잠금 해제했습니다!,Odblokowałeś dodatkowe tryby gry!,Você desbloqueou modos adicionais de jogo!,Вы разблокировали дополнительные режимы игры!,คุณได้ปลดล็อคโหมดเกมเพิ่มเติมแล้ว!,Ek oyun modlarını açtınız!,Bạn đã mở khóa thêm các chế độ trò chơi!,您已经解锁额外的游戏模式！
SUPERNOVA_DAMAGE_THIS_SESSION,Supernova Damage,Dany de Supernova,Poškození Supernovy,Supernova-Schaden,Daño de Supernovas,Dégâts de Supernova,Damage Supernova,Danno da Supernova,超新星のダメージ,슈퍼노바 피해,Obrażenia Supernowej,Dano de Supernova,Урон от сверхновой,ความเสียหายจากซูเปอร์โนวา,Süpernova Hasarı,Sát Thương Siêu Nova,超新星伤害
SPECIAL_PLANET_MOON_CLIKCER_RATE_BUFF_SCALE,Moon Buff Scale for Breaker Speed,Escala de Buff de Lluna per la Velocitat de Breaker,Měsíční Buff Měřítko pro Rychlost Breakeru,Buff-Skala des Mondes für Brecher-Geschwindigkeit,Multiplicador del don lunar a la velocidad del Rompedor,Échelle de Buff de Lune pour Vitesse de Briseur,Skala Buff Bulan untuk Kecepatan Breaker,Scala Buff Luna per Velocità del Frantumatore,ブレイカースピードのための月バフスケール,브레이커 속도에 대한 달 버프 스케일,Skala Buffu Księżyca dla Szybkości Breakera,Escala do Buff da Lua para Velocidade do Quebrador,Масштаб бонуса луны для скорости разрушителя,สเกลบัฟดวงจันทร์สำหรับความเร็วเบรกเกอร์,Kırıcı Hızı için Ay Buff Ölçeği,Tỷ Lệ Buff Mặt Trăng cho Tốc Độ Đập,卫星对破坏者速度的增益比例
ELECTRIC_DAMAGE_THIS_SESSION,Electric Asteroid Damage,Dany d'Asteroide Elèctric,Poškození Elektrického Asteroidu,Elektrischer Asteroidenschaden,Daño de Asteroides Eléctricos,Dégâts d'Astéroïde Électrique,Damage Asteroid Listrik,Danno da Asteroide Elettrico,電気小惑星のダメージ,전기 소행성 피해,Obrażenia Elektrowej Asteroidy,Dano de Asteroide Elétrico,Электрический урон от астероидов,ความเสียหายจากดาวเคราะห์น้อยไฟฟ้า,Elektrikli Asteroit Hasarı,Sát Thương Asteroid Điện,电气小行星伤害
SCREEN_SHAKE,Screen Shake,Tremolar Pantalla,Otřesení Obrazovky,Bildschirmwackeln,Temblor de pantalla,Tremblement d'Écran,Goyangan Layar,Scossa dello Schermo,画面の揺れ,화면 흔들림,Drżenie Ekranu,Tremor de Tela,Тряска экрана,การสั่นสะเทือนของหน้าจอ,Ekran Sarsılması,Rung Màn Hình,屏幕震动
DRAG_TREE,Drag Tree,Arrossegar,Táhnout Strom,Baum ziehen,Mover,Faire Glisser l'Arbre,Tarik Pohon,Trascina l'Albero,ドラッグツリー,드래그 트리,Przeciągnij Drzewo,Drag Tree,Перетаскивание дерева,ลากต้นไม้,Ağaç Çek,Kéo Cây,拖拽树
SPECIAL_ASTEROID_ELECTRIC_DAMAGE,Electric Asteroid Damage,Dany d'Asteroide Elèctric,Elektrické Poškození Asteroidu,Elektrischer Asteroidenschaden,Daño de los Asteroides Eléctricos,Dégâts d'Astéroïde Électrique,Damage Asteroid Listrik,Danno da Asteroide Elettrico,電気小惑星のダメージ,전기 소행성 피해,Obrażenia Elektrowe Asteroidy,Dano de Asteroide Elétrico,Электрический урон от астероидов,ความเสียหายจากดาวเคราะห์น้อยไฟฟ้า,Elektrikli Asteroit Hasarı,Sát Thương Asteroid Điện,电气小行星伤害
RUN_TIMER_AMOUNT_ON_PLANET_DESTROYED,Time Added when Asteroid is Planet,Temps Afegit quan l'Asteroide és un Planeta,"Čas Přidán, když je Asteroid Planetou","Zeit hinzugefügt, wenn der Asteroid ein Planet ist",Tiempo añadido cuando un Asteroide es Planeta,Temps Ajouté lorsque un Astéroïde est une Planète,Waktu Tambahan saat Asteroid adalah Planet,Tempo Aggiunto quando l'Asteroide è Pianeta,小惑星が惑星になるときに追加される時間,소행성이 행성이 될 때 추가되는 시간,"Czas Dodany, gdy Asteroida jest Planetą",Tempo Adicionado quando o Asteroide é Planeta,"Время добавлено, когда астероид — планета",เวลาเพิ่มเมื่อดาวเคราะห์น้อยคือดาวเคราะห์,Asteroit Gezegenise Dönüştüğünde Eklenen Zaman,Thời Gian Thêm Khi Asteroid Là Hành Tinh,当小行星是行星时增加的时间
ZEN_MODE_DESCRIPTION,"No Timer 
 No Upgrades 
 Just Break 10000 Asteroids","Sense temporitzador 
 Sense millores 
 Només cal trencar 10.000 asteroides","Žádný časovač 
 Žádné vylepšení 
 Pouze rozbijte 10 000 asteroidů","Kein Zeitlimit 
 Keine Upgrades 
 Zerstöre einfach 10000 Asteroiden","Sin temporizador. 
 Sin mejoras. 
 10000 asteroides que romper.","Pas de limite de temps 
 Pas d'améliorations 
 Il suffit de détruire 10 000 astéroïdes","Tanpa Timer 
 Tanpa Upgrade 
 Cukup Hancurkan 10000 Asteroid","Nessun timer 
 Nessun potenziamento 
 Basta distruggere 10000 asteroidi","タイマーなし 
 アップグレードなし 
 小惑星を10000個破壊するだけ","타이머 없음 
 업그레이드 없음 
 소행성 10000개 파괴하기","Brak timera 
 Brak ulepszeń 
 Po prostu zniszcz 10 000 asteroid",Sem cronômetro | Sem melhorias | Apenas destrua 10.000 asteroides,"Без таймера 
 ​​Без улучшений 
 Просто разбейте 10000 астероидов","ไม่มีตัวจับเวลา 
 ไม่มีการอัปเกรด 
 แค่ทำลายดาวเคราะห์น้อย 10,000 ดวง","Zamanlayıcı Yok 
 Yükseltme Yok 
 Sadece 10000 Asteroidi Kırın","Không có bộ đếm thời gian 
 Không có nâng cấp 
 Chỉ cần phá hủy 10000 tiểu hành tinh","无计时器
无需升级
只需击碎10000颗小行星"
SETTINGS,Settings,Configuracions,Nastavení,Einstellungen,Configuración,Paramètres,Pengaturan,Impostazioni,設定,설정,Ustawienia,Configurações,Настройки,การตั้งค่า,Ayarlar,Cài Đặt,设置
PAN_TREE,Pan Tree,Panoràmica,Pohyb Stromu,Baum schwenken,Ajustar,Panorama d'Arbre,Seret Pohon,Panoramica dell'Albero,パンツリー,패닝 트리,Pan Drzewo,Pan Tree,Перетаскивание дерева,แพนต้นไม้,Ağaç Pan,Pan Cây,平移树
GAME_OVER_THANK_YOU,Thanks for playing our game!,Gràcies per jugar al nostre joc!,"Děkujeme, že hrajete naši hru!","Danke, dass du unser Spiel gespielt hast!",¡Gracias por jugar a nuestro juego!,Merci de jouer à notre jeu !,Terima kasih telah memainkan permainan kami!,Grazie per aver giocato al nostro gioco!,ゲームをプレイしていただきありがとうございます！,게임을 플레이해 주셔서 감사합니다!,Dziękujemy za granie w naszą grę!,Obrigado por jogar nosso jogo!,Спасибо за игру в нашу игру!,ขอบคุณที่เล่นเกมของเรา!,Oyunumuza oynadığınız için teşekkürler!,Cảm ơn bạn đã chơi trò chơi của chúng tôi!,感谢您玩我们的游戏！
ASTEROIDS_TO_SPAWN,Number of Asteroids,Nombre d'Asteroides,Počet Asteroidů,Anzahl der Asteroiden,Número de Asteroides,Nombre d'Astéroïdes,Jumlah Asteroid,Numero di Asteroidi,小惑星の数,소행성 수,Liczba Asteroidów,Número de Asteroides,Количество астероидов,จำนวนดาวเคราะห์น้อย,Asteroit Sayısı,Số Lượng Asteroid,小行星数量
LASER_MODE,Freaking Laser Beams,Maleïts raigs làser,Zatracené laserové paprsky,Verrückte Laserstrahlen,¡Rayos láser!,Putain de rayons laser,Sinar Laser Sialan,Dannati raggi laser,恐ろしいレーザービーム,"젠장, 레이저 빔",Cholerne promienie laserowe,Raios laser malditos,Чертовы лазерные лучи,ลำแสงเลเซอร์สุดโหด,Lanet olası Lazer Işınları,Tia laser chết tiệt,激光束
TOTAL_MONEY_THIS_MILESTONE,Total Money Earned this Milestone,Total de Dinero Guanyat aquesta Fita,Celkové Peníze Vydělané tento Milník,Gesamt-Geld verdient in diesem Meilenstein,Dinero obtenido este Hito,Argent Total Gagné de cette Étape,Total Uang Diperoleh tonggak ini,Denaro Totale Guadagnato in questo Milestone,このマイルストーンで得た総額,이번 이정표에서 얻은 총 돈,Łączna Liczba Zarobionych Pieniędzy w tym Milestone,Total de Dinheiro Ganho neste Marco,Всего заработанных денег за эту веху,จำนวนเงินทั้งหมดที่ได้รับในเหตุการณ์สำคัญนี้,Bu Eşiği geçilen Toplam Kazanılan Para,Tổng Tiền Kiếm Được Mốc này,此里程碑总共获得的金钱
CHALLENGE_MODE,The Challenge Grid,La graella de reptes,Mřížka výzev,Herausforderungsmodus,Modo Desafío,La grille des défis,Kisi Tantangan,La griglia della sfida,チャレンジグリッド,챌린지 그리드,Siatka wyzwań,A Grade de Desafios,Сетка испытаний,ตารางความท้าทาย,Meydan Okuma Izgarası,Lưới Thử thách,挑战网格
MONEY_TEXT,Floating Money Text,Text de Dinero flotant,Plovoucí Text Peněz,Schwebender Geldtext,Texto flotante: Dinero,Texte d'Argent Flottant,Teks Uang Mengambang,Testo di Denaro Fluttuante,浮遊するお金のテキスト,떠다니는 돈 텍스트,Pływający Tekst Pieniędzy,Texto de Dinheiro Flutuante,Плавающий текст денег,ข้อความเงินลอย,Yüzen Para Metni,Văn Bản Tiền Nổi,浮动金钱文本
SUNDAY_SHORT,Sun,Dg,Ne,So,Dom,Dim,Min,Dom,日,일,Nd,Dom,Вс,อา.,Paz,CN,日
PLAY_EPILOGUE,PLAY EPILOGUE,JUGAR EPILOG,HRÁT EPILOG,EPILOG SPIELEN,JUGAR EPÍLOGO,JOUER L'ÉPILOGUE,MAINKAN EPILOG,GIOCA EPILOGO,エピローグをプレイ,에필로그 플레이,GRAJ W EPILOG,JOGAR EPÍLOGO,ИГРАТЬ В ЭПИЛОГ,เล่นตำนาน,EPİLOGU OYNA,CHƠI EPILOGUE,玩后记
BONUS_MONEY_SCALE,Bonus Money,Dinero Extra,Bonusové Peníze,Bonusgeld,Dinero adicional,Argent Bonus,Bonus Uang,Denaro Bonus,ボーナスお金,보너스 돈,Bonus Pieniędzy,Dinheiro Bônus,Бонусные деньги,เงินโบนัส,Bonus Para,Tiền Thưởng,额外金钱
NEXT,Next,Següent,Další,Nächste,Siguiente,Suivant,Berikutnya,Prossimo,次,다음,Następny,Próximo,Следующий,ต่อไป,Sonraki,Kế tiếp,下一个
